firstName,,,Ada,Adrian,Adèle,Albert,Albert,Alex,Alfred,Alice,Alois,Alois,Andrea,Andrea Martina,Andreas,Andreas,Andreas,Andri,Angelo,Anna,Balthasar,Baptiste,Barbara,Barbara,Barbara,Barbara,Bastien,Beat,Beat,Beat,Beat,Benjamin,Benjamin,Benjamin,Benoît,Bernhard,Brigitte,Bruno,Bruno,Bruno,Christian,Christian,Christian,Christian,Christian,Christine,Christine,Christoph,Christophe,Claude,Claudia,Claudio,Corina,Corina,Corrado,Cédric,Céline,Céline,Céline,Damien,Daniel,Daniel,Daniela,David,Delphine,Denis,Diana,Doris,Duri,Elisabeth,Emmanuel,Eric,Erich,Erich,Esther,Fabian,Fabien,Fabio,Fathi,Felix,Flavia,Florence,Franz,Franz,Franziska,Franziska,François,Frédéric,Gabriela,Gerhard,Giovanni,Gregor,Greta,Guillaume,Géraldine,Hans,Hans,Hans-Peter,Hans-Ueli,Hans-Ulrich,Hansjörg,Hansjörg,Heinz,Heinz,Hugues,Ida,Irène,Isabelle,Isabelle,Isabelle,Jacqueline,Jacqueline,Jacques,Jacques,Jacques-André,Jean-Luc,Jean-Paul,Jean-Pierre,Jon,Judith,Jörg,Jürg,Karl,Kathrin,Katja,Kilian,Kurt,Lars,Laurence,Laurent,Leo,Lilian,Lisa,Lorenz,Lorenzo,Lukas,Léonore,Magdalena,Maja,Manfred,Manuel,Manuel,Manuela,Marcel,Marcel,Marco,Marco,Marianne,Marianne,Marie-France,Marina,Marionna,Markus,Markus,Martin,Martin,Martin,Martin,Martina,Martina,Mathias,Mattea,Matthias,Matthias Samuel,Mauro,Maximilian,Melanie,Meret,Michael,Michael,Michaël,Michel,Mike,Min Li,Monika,Mustafa,Nadine,Nadja,Nicolas,Nicolas,Nicolo,Niklaus-Samuel,Olivier,Patricia,Peter,Peter,Petra,Philipp,Philipp,Philipp Matthias,Philippe,Philippe,Piero,Pierre-Alain,Pierre-André,Prisca,Priska,Priska,Raphaël,Raymond,Regine,Regula,Roberta,Rocco,Roger,Roger,Roland Rino,Rosmarie,Samira,Samuel,Sandra,Sandra,Sarah,Sebastian,Sibel,Sidney,Silva,Simon,Simone,Sophie,Stefan,Stefania,Stefanie,Susanne,Sylvia,Tamara,Therese,Thierry,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Tiana Angelina,Valentine,Valérie,Verena,Vincent,Werner,Yves,Yvette,Yvonne
20080432,La Suisse doit reconnaître ses enfants,2016-09-27T08:31:52Z,,,,,,,,,,,Yes,,,,No,,Yes,,,,,No,,No,,No,,,Yes,,,,Yes,,,,,No,,No,,,,,,NT,,Yes,Yes,No,,,,,,,,,,,,No,,Yes,,,Yes,,,,No,,,,,,,,,,No,No,,,,NT,,,ES,No,,Yes,Yes,,,Yes,No,Yes,,,,,,,,,,,,,,NT,,No,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,No,,NT,,,,No,Yes,No,,,,,,,,,,,,,,Yes,,Yes,,Yes,No,,,,,,No,,,Yes,,,Yes,,,,,,,,,,,,,,EH,Yes,,,No,,Yes,,,No,Yes,,,,No,NT,,,,,,No,,,Yes,,,,,,,,,,,,,Yes,,Yes,,No,,,,No,,,,,,,,No,,No,,,
20120057,Développement de l’acquis de Schengen. Reprise du règlement portant création d’une agence pour des systèmes d‘information,2016-09-27T09:20:54Z,,,,,,,,,,,Yes,,,,,,,,,,,No,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EH,,,,,,,NT,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,No,,,
20120057,Développement de l’acquis de Schengen. Reprise du règlement portant création d’une agence pour des systèmes d‘information,2016-09-27T09:22:24Z,,,,,,,,,,,Yes,,,,,,,,,,,No,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,NT,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,No,,,
20050464,Dépistage du cancer,2016-09-30T08:15:43Z,,,,Yes,Yes,,,,Yes,,Yes,,,,Yes,,No,,No,,No,Yes,,Yes,,Yes,Yes,,Yes,,,,Yes,No,,Yes,,Yes,,NT,No,,,,No,Yes,,Yes,No,Yes,,,,No,Yes,,,,,,Yes,Yes,,No,,,Yes,,,,Yes,,,,,Yes,Yes,,,,Yes,No,,,,Yes,,,ES,Yes,,EH,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,,,No,,,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,,,,,No,Yes,Yes,,No,Yes,,,,Yes,,Yes,,No,,Yes,Yes,Yes,No,,,,,,Yes,Yes,Yes,,,No,,No,No,No,No,Yes,Yes,Yes,,,,,Yes,,,No,,,No,YesYes,,,,,Yes,,Yes,Yes,Yes,No,,,Yes,Yes,,No,Yes,,No,,,Yes,Yes,No,Yes,,No,Yes,,No,,,,Yes,,,No,,No,,,,Yes,,,,,,,Yes,Yes,Yes,,Yes,,No,,Yes,,,,Yes,,,No,Yes,,Yes,,,No
20080432,La Suisse doit reconnaître ses enfants,2016-09-30T08:28:11Z,,,,,,,,,,,Yes,,,,No,,Yes,,,,,No,,No,,No,,,Yes,,,,Yes,,,,,No,,No,,,,,,Yes,,Yes,Yes,No,,,,,,,,,,,,No,,Yes,,,Yes,,,,No,,,,,,,,,,No,No,,,,Yes,,,ES,No,,Yes,Yes,,,Yes,No,No,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,No,,No,,,,No,No,No,,,,,,,,,,,,,,Yes,,Yes,,Yes,No,,,,,,No,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,No,,Yes,,,No,Yes,,,,No,No,,,,,,No,,,Yes,,,,,,,,,,,,,Yes,,Yes,,No,,,,No,,,,,,,,No,,No,,,
20080432,La Suisse doit reconnaître ses enfants,2016-09-30T08:29:06Z,,,,,,,,,,,Yes,,,,No,,Yes,,,,,No,,No,,No,,,Yes,,,,Yes,,,,,No,,No,,,,,,Yes,,Yes,Yes,No,,,,,,,,,,,,No,,Yes,,,Yes,,,,No,,,,,,,,,,No,No,,,,Yes,,,ES,No,,Yes,Yes,,,Yes,No,No,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,No,,No,,,,No,No,No,,,,,,,,,,,,,,Yes,,Yes,,Yes,No,,,,,,No,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,No,,Yes,,,No,Yes,,,,No,No,,,,,,No,,,Yes,,,,,,,,,,,,,Yes,,Yes,,No,,,,No,,,,,,,,No,,No,,,
20100407,Exonérer les enfants du paiement des primes d'assurance-maladie,2016-12-14T11:09:01Z,,,,,,,,,,,Yes,,,,No,,Yes,,,,,No,,No,,No,,,,,,,Yes,,,,,No,,No,,,,,,NT,,Yes,,No,,,,,,,,,,,,No,,Yes,,,Yes,,,,No,,,,,,,,,,No,No,,,,Yes,,,,,,,Yes,,,,No,No,,,,,,,,,,,,,,EH,,EH,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,No,,NT,,,,No,No,Yes,,,,,,,,,,,,,,,,Yes,,Yes,No,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,No,Yes,,,No,,Yes,,,,NT,,,,,No,,,,,,No,,,Yes,,,,,,,,,,,,,Yes,,Yes,,No,,,,,,,,,,,,,,No,,,
20100407,Exonérer les enfants du paiement des primes d'assurance-maladie,2016-12-14T11:10:20Z,,,,,,,,,,,Yes,,,,Yes,,No,,,,,Yes,,Yes,,Yes,,,,,,,Yes,,,,,Yes,,Yes,,,,,,NT,,Yes,,Yes,,,,,,,,,,,,Yes,,No,,,Yes,,,,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,No,Yes,,,No,,,,,Yes,,NT,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,No,,Yes,Yes,,,,,,Yes,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,No,,,,NT,,,,,Yes,,,,,,Yes,,,No,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,
20100407,Exonérer les enfants du paiement des primes d'assurance-maladie,2016-12-14T11:11:25Z,,,,,,,,,,,Yes,,,,No,,Yes,,,,,No,,No,,No,,,,,,,No,,,,,No,,No,,,,,,NT,,Yes,,No,,,,,,,,,,,,No,,Yes,,,Yes,,,,No,,,,,,,,,,No,No,,,,No,,,,,,,Yes,,,,No,No,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,Yes,EH,,,Yes,,,,,No,,NT,,,,No,No,No,,,,,,,,,,,,,,,,Yes,,No,No,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,No,No,,,No,,Yes,,,,NT,,,,,No,,,,,,No,,,Yes,,,,,,,,,,,,,No,,Yes,,No,,,,,,,,,,,,,,No,,,
20100407,Exonérer les enfants du paiement des primes d'assurance-maladie,2016-12-14T11:12:29Z,,,,,,,,,,,Yes,,,,No,,Yes,,,,,No,,No,,No,,,,,,,Yes,,,,,No,,No,,,,,,NT,,Yes,,No,,,,,,,,,,,,No,,Yes,,,Yes,,,,No,,,,,,,,,,No,No,,,,Yes,,,,,,,Yes,,,,No,No,,,,,,,,,,,,,,EH,,EH,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,No,,NT,,,,No,No,Yes,,,,,,,,,,,,,,,,Yes,,No,No,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,No,Yes,,,No,,Yes,,,,NT,,,,,No,,,,,,No,,,Yes,,,,,,,,,,,,,Yes,,Yes,,No,,,,,,,,,,,,,,No,,,
20090530,Annulation des commandements de payer injustifiés,2016-12-16T08:12:46Z,,,,,,,,,,,Yes,,,,No,,Yes,,,,,No,,No,,No,,,,,,,Yes,,,,,No,,No,,,,,,Yes,,Yes,,No,,,,,,,,,,,,No,,Yes,,,Yes,,,,No,,,,,,,,,,No,No,,,,Yes,,,,,,,Yes,,,,No,Yes,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,No,,No,,,,No,Yes,No,,,,,,,,,,,,,,,,Yes,,Yes,No,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,No,,Yes,,,,Yes,,,,,No,,,,,,No,,,Yes,,,,,,,,,,,,,Yes,,Yes,,No,,,,,,,,,,,,,,No,,,
20110449,Publication des mesures de protection des adultes,2016-12-16T08:13:44Z,,,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,,
20120057,Développement de l’acquis de Schengen. Reprise du règlement portant création d’une agence pour des systèmes d‘information,2016-12-16T08:15:04Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110489,Abrogation de l’article 293 CP,2017-03-15T11:25:35Z,,,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,,
20100407,Exonérer les enfants du paiement des primes d'assurance-maladie,2017-03-17T08:41:03Z,,,,,,,,,,,Yes,,,,Yes,,Yes,,,,,Yes,,Yes,,Yes,,,,,,,Yes,,,,,Yes,,Yes,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,Yes,,Yes,,,Yes,,,,No,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,,Yes,,,,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,,,Yes,,Yes,,ES,,,,,,,,,,,,,,Yes,,,
20130468,Mariage civil pour tous,2017-06-16T08:12:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
20130430,Responsabilité en cas de mise en liberté conditionnelle et de décision d'allègement de l'exécution d'une peine,2017-06-16T08:33:40Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
20110489,Abrogation de l’article 293 CP,2017-06-16T08:43:28Z,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,,Yes,,,
20140413,Droit fondamental à l'autodétermination en matière d'information,2017-09-29T08:25:26Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
20120413,Les citoyens ne doivent pas être nommés curateurs contre leur gré,2017-09-29T08:54:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
20140417,Amender le régime de financement des soins,2017-09-29T08:55:19Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
20140034,CC. Enregistrement de l’état civil et registre foncier,2017-11-28T08:48:08Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
20140440,Article 8 LCD. Conditions commerciales abusives,2017-12-15T08:34:04Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20142015,Non à un assouplissement de l'ordonnance sur le matériel de guerre,2017-12-15T09:04:21Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20140034,CC. Enregistrement de l’état civil et registre foncier,2017-12-15T09:29:48Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
20130100,CO. Droit de la prescription,2018-03-07T09:56:09Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
20150073,Loi sur les services financiers (LSFin) et loi sur les établissements financiers (LEFin),2018-05-29T08:29:15Z,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20150073,Loi sur les services financiers (LSFin) et loi sur les établissements financiers (LEFin),2018-05-29T08:53:18Z,,NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20150073,Loi sur les services financiers (LSFin) et loi sur les établissements financiers (LEFin),2018-05-29T09:10:50Z,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20120414,Les paramètres techniques n'ont pas leur place dans la LPP,2018-06-11T18:16:00Z,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
20130100,CO. Droit de la prescription,2018-06-15T09:35:12Z,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
20100519,Modifier l'article 53 CP,2018-09-19T16:13:12Z,,NT,,,,,,,,,Yes,,,,No,,Yes,,,,,No,,No,,ES,,,,,,Yes,Yes,,Yes,,,No,,No,,,,,,NT,,Yes,,No,,,,,,,,,,,,No,,Yes,No,,Yes,,,,No,,,Yes,,,,,Yes,,No,No,,,,ES,,,,,,,Yes,,,,EH,Yes,Yes,,,Yes,,,Yes,,,,,,,No,,No,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,No,,No,,,,No,Yes,No,,,,,,,,,,,,,,,,Yes,,Yes,No,,,,,Yes,No,,,Yes,,,,,,,Yes,Yes,,,,,,,Yes,,EH,EH,,,No,,Yes,,,,Yes,,,Yes,,NT,,,,Yes,,No,,,Yes,,,,,,,,,,,,,Yes,,Yes,,ES,Yes,,,,,,,,,,,,,No,,,
20100519,Modifier l'article 53 CP,2018-09-19T16:22:51Z,,Yes,,,,,,,,,Yes,,,,No,,Yes,,,,,No,,No,,ES,,,,,,Yes,Yes,,Yes,,,No,,No,,,,,,NT,,Yes,,No,,,,,,,,,,,,No,,Yes,No,,No,,,,NT,,,Yes,,,,,Yes,,No,No,,,,ES,,,,,,,Yes,,,,No,Yes,Yes,,,Yes,,,Yes,,,,,,,No,,No,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,No,,No,,,,No,Yes,No,,,,,,,,,,,,,,,,Yes,,Yes,No,,,,,Yes,No,,,Yes,,,,,,,Yes,Yes,,,,,,,Yes,,Yes,Yes,,,No,,Yes,,,,Yes,,,Yes,,NT,,,,Yes,,No,,,Yes,,,,,,,,,,,,,NT,,Yes,,ES,Yes,,,,,,,,,,,,,No,,,
20100519,Modifier l'article 53 CP,2018-09-19T16:24:30Z,,Yes,,,,,,,,,Yes,,,,No,,Yes,,,,,No,,No,,ES,,,,,,NT,Yes,,Yes,,,No,,No,,,,,,NT,,Yes,,No,,,,,,,,,,,,No,,Yes,No,,No,,,,No,,,Yes,,,,,Yes,,No,No,,,,ES,,,,,,,Yes,,,,No,Yes,Yes,,,Yes,,,Yes,,,,,,,No,,No,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,No,,No,,,,No,Yes,No,,,,,,,,,,,,,,,,Yes,,Yes,No,,,,,Yes,No,,,Yes,,,,,,,Yes,Yes,,,,,,,Yes,,Yes,Yes,,,No,,Yes,,,,Yes,,,Yes,,NT,,,,Yes,,No,,,Yes,,,,,,,,,,,,,Yes,,Yes,,ES,Yes,,,,,,,,,,,,,No,,,
20100519,Modifier l'article 53 CP,2018-09-19T16:25:44Z,,Yes,,,,,,,,,Yes,,,,No,,Yes,,,,,No,,No,,ES,,,,,,Yes,Yes,,Yes,,,No,,No,,,,,,NT,,Yes,,No,,,,,,,,,,,,No,,Yes,No,,Yes,,,,No,,,Yes,,,,,Yes,,No,No,,,,ES,,,,,,,Yes,,,,EH,Yes,Yes,,,Yes,,,Yes,,,,,,,No,,No,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,No,,No,,,,No,Yes,No,,,,,,,,,,,,,,,,Yes,,Yes,No,,,,,Yes,No,,,Yes,,,,,,,Yes,Yes,,,,,,,Yes,,EH,Yes,,,No,,Yes,,,,Yes,,,Yes,,NT,,,,Yes,,No,,,Yes,,,,,,,,,,,,,Yes,,Yes,,ES,Yes,,,,,,,,,,,,,No,,,
20140307,Rétablissement de la souveraineté des cantons en matière de procédure électorale. Modification de la Constitution fédérale,2018-09-19T17:24:45Z,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,
